normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,symboling
211.161217,mercury,gas,std,two,hatchback,fwd,front,98.165915,170.681019,66.282661,53.968115,3352.248591,ohc,four,115.747493,2bbl,2.972173,3.415777,13.12448,141.53313,5030.069358,18.955112,28.251347,16138.06259,3
148.767279,toyota,diesel,turbo,two,hatchback,rwd,front,100.999039,180.198078,65.60904,51.137077,2500.295313,ohc,four,96.007388,mpfi,3.061011,3.123533,9.313635,60.51516,5118.845443,19.412593,27.151392,14705.48157,2
70.472185,toyota,gas,std,four,sedan,fwd,front,110.854172,196.054709,66.868179,53.9503,2058.35081,ohc,four,130.44536,mpfi,3.469474,3.14323,8.713958,69.642056,5538.75266,27.86255,33.844809,23658.43885,0
119.712355,nissan,gas,turbo,two,hatchback,rwd,front,94.12869,160.60542,63.433722,54.261798,2781.123037,rotor,five,166.2997,spdi,3.185593,3.145237,9,95.47165,5177.692625,21.966416,30.202352,16026.65782,1
74.581372,volkswagen,gas,std,four,hatchback,4wd,front,94.530325,151.748501,64.306122,53.535467,3302.729968,ohcf,three,85.02052,mpfi,3.487016,3.384242,8.706152,173.016617,5918.212653,27.534874,32.527076,23535.709,-1
73.004225,chevrolet,gas,std,four,hatchback,4wd,front,92.134704,179.513305,70.054337,53.540932,3302.119603,ohcf,four,136.41868,2bbl,3.595877,3.403481,9,126.913102,5164.002441,23.888325,25.294033,820.703421,0
155.400843,dodge,gas,std,two,wagon,4wd,front,95.168965,168.638194,66.651144,55.773004,3307.663467,dohc,six,107.00328,mpfi,2.952633,3.359136,8.945764,192.383929,5000.948784,18.189076,21.158062,34856.60268,3
75.391832,toyota,gas,turbo,two,hatchback,fwd,front,94.98242,169.074912,64.859848,52.536128,2299.343176,ohc,eight,136.016216,2bbl,3.235101,2.888522,8.533263,95.029461,4832.805838,34.042017,36.368353,8164.692662,1
179.241862,volkswagen,gas,std,two,hatchback,fwd,front,97.363067,181.241737,65.8164,53.645813,2414.238467,ohc,twelve,247.691232,mpfi,3.15201,3.41673,8.705083,131.265147,4192.697787,19.220525,25.150528,17425.38969,2
80.793621,jaguar,gas,std,two,hatchback,rwd,front,95.494574,173.73159,64.451494,56.288816,2668.295182,ohc,six,127.426068,1bbl,3.357159,3.404574,9.263966,120.024406,5351.574347,23.975686,27.779626,11725.38705,2
78.145246,mercedes-benz,gas,std,four,sedan,rwd,front,98.627816,184.178243,64.242585,55.058185,3005.547643,l,four,87.152894,2bbl,3.619763,3.428984,9,116.724261,5546.241459,44.471921,39.600851,13506.10289,0
78.966641,peugot,gas,std,four,wagon,rwd,front,106.243834,189.874653,70.594284,56.414289,3409.071579,l,four,105.298428,2bbl,3.517324,3.26895,9,58.671895,5033.105967,17.055603,24.998178,22013.9128,0
98.206061,jaguar,gas,turbo,four,sedan,fwd,front,95.411318,183.125024,64.983811,50.546658,1801.282186,ohcf,five,111.993891,2bbl,3.492066,3.398393,9,190.420603,5321.144762,30.147171,47.234621,6469.57265,-2
192.138251,mercedes-benz,diesel,std,four,sedan,4wd,front,101.633589,155.579818,66.496734,54.137569,2155.313555,dohc,five,99.760274,spdi,3.144883,3.948666,9,81.175532,6140.98122,24.632908,28.725574,6952.149473,2
182.442202,mitsubishi,gas,std,two,sedan,fwd,front,92.827441,158.017331,63.63372,53.767029,2290.833184,ohc,four,109.647168,mpfi,3.37658,3.416699,9,85.545718,4783.814792,25.345858,29.720507,6501.356126,2
146.637115,plymouth,diesel,turbo,four,sedan,fwd,front,108.452983,192.54861,66.078908,50.974722,2748.376751,ohc,four,94.756172,idi,3.154359,3.220521,9.222103,112.578951,4525.391355,20.118502,26.423966,12930.40606,2
115.3511,mazda,gas,std,two,hatchback,fwd,front,97.22326,166.860869,65.055178,51.697586,2318.77746,ohcf,four,98.534976,2bbl,3.354743,3.114503,7.525397,130.335441,4805.74034,33.611313,45.679129,10180.27871,0
80.757549,toyota,gas,std,two,hatchback,rwd,front,100.938307,180.2512,70.393706,55.143152,2173.837888,ohcv,eight,187.477052,mpfi,3.035707,3.304656,8.680794,64.333017,4825.853861,32.631917,25.801661,8350.986301,3
106.764234,dodge,gas,std,four,sedan,fwd,front,96.559653,167.701781,64.559359,56.92205,2136.044957,ohc,four,98.327888,mpfi,3.176375,3.539576,9.381888,111.398722,5490.096906,26.019775,34.169839,9796.533026,1
100.478948,subaru,gas,std,two,sedan,fwd,front,95.212493,168.947782,63.325832,57.276109,1717.989746,ohc,four,99.599863,2bbl,3.558074,3.337398,7.480354,69.35442,4401.678407,36.635015,32.505348,18032.34931,1
79.455196,honda,gas,turbo,two,sedan,rwd,front,97.646225,173.634462,66.86248,53.429667,2769.37572,ohc,four,103.308427,mpfi,3.649963,3.310487,8.553234,103.460943,4792.258869,19.632671,21.058058,6574.852381,0
127.778236,chevrolet,gas,std,two,hatchback,fwd,front,101.066714,191.77668,70.823489,55.76444,2294.850451,ohc,four,91.145359,mpfi,2.971865,3.312434,9,117.594304,5756.151197,19.409826,29.495939,16424.07455,1
130.336333,jaguar,gas,turbo,four,wagon,rwd,front,96.086332,173.425449,64.273419,52.789701,2438.955515,ohc,four,114.217961,idi,2.976573,3.42156,7.596662,71.870347,5722.936298,29.151026,33.391406,11263.62915,1
87.964842,honda,gas,turbo,four,wagon,4wd,front,95.232137,171.068288,65.85432,54.669666,2265.066449,dohc,four,98.929913,mpfi,3.697038,3.4335,20.154991,106.886626,5848.925418,16.610265,25.595428,11141.72205,0
180.045209,bmw,diesel,std,two,hardtop,rwd,front,101.934802,187.271367,68.712886,52.520995,3777.156512,ohc,four,74.602217,idi,3.172691,3.400553,8.646411,87.147731,4801.755508,19.108227,20.747771,26050.91518,0
124.402759,honda,gas,std,four,hatchback,4wd,front,96.386981,175.587018,64.754747,53.009602,3099.49376,ohc,four,100.225418,2bbl,3.232006,3.262215,8.482635,67.976236,4806.175183,27.695889,41.819915,14559.63278,0
92.975466,mercedes-benz,gas,std,four,sedan,rwd,front,97.569063,165.257082,69.353585,54.455511,1819.839328,ohc,four,77.373192,1bbl,3.21799,3.070064,9,78.085362,5082.690039,24.088293,30.222645,14855.73909,0
146.006738,plymouth,diesel,std,two,hatchback,fwd,front,94.187505,158.679236,64.261011,50.132982,1891.95051,ohc,four,124.547397,spdi,3.133799,3.299357,15.003613,199.280794,4963.798731,15.580715,23.996353,5852.691035,1
108.448395,nissan,gas,std,two,hatchback,fwd,front,95.461315,169.300867,63.711272,53.122152,2548.993181,ohc,four,204.528739,2bbl,3.141339,3.208469,9,67.359068,5217.127179,35.924314,42.590117,14808.82178,1
164.654725,dodge,gas,std,four,sedan,rwd,front,101.820785,177.40388,63.572532,53.738096,3009.689704,ohcv,eight,210.575416,mpfi,3.562885,3.104567,7.793169,174.961308,4528.258043,14.872863,21.467076,30781.04212,0
131.886027,saab,gas,std,two,hatchback,4wd,front,105.204974,201.321379,66.348331,53.262819,2401.248254,ohcf,two,97.176507,1bbl,3.174922,3.397758,8.70945,98.187066,5526.294972,26.816832,21.968938,5508.343103,1
124.123256,volvo,gas,std,four,hardtop,rwd,front,99.31239,190.208244,68.481218,50.96593,2902.746211,dohc,four,136.238061,2bbl,3.608365,3.225135,7.737136,66.343513,4757.383809,28.393852,25.772739,10499.6853,1
64.157911,mazda,gas,std,four,sedan,rwd,front,99.528973,175.847994,63.692415,52.301486,2535.756649,l,five,111.809838,mpfi,2.756721,3.339558,9,98.715633,5534.305538,19.769024,22.427119,6272.949406,0
72.9702,toyota,gas,std,four,sedan,fwd,front,95.41755,169.195009,65.086218,53.224926,2247.401109,ohc,four,102.370244,mpfi,3.117107,2.913891,9,93.798583,4797.623886,24.62507,26.752691,24527.8843,0
119.443533,nissan,gas,std,four,wagon,fwd,front,102.109853,173.224144,65.754018,53.921116,2362.806497,ohc,four,126.362896,mpfi,3.540941,3.344458,9.392669,109.479018,5251.602146,18.153791,33.737862,8496.646873,1
103.86751,mazda,gas,std,two,hatchback,fwd,front,93.061576,161.076083,63.949882,55.441497,1862.078227,ohc,four,81.2915,2bbl,2.951792,3.135691,8.152996,65.345642,5225.066117,36.904309,39.067819,7095.816581,1
210.32273,subaru,gas,std,four,wagon,fwd,front,96.233446,175.088439,65.711193,52.485146,2275.254567,ohcf,eight,117.528804,2bbl,3.628777,3.401402,9.24592,77.566223,4818.457563,23.712331,30.291221,9100.011936,0
152.911817,volvo,gas,std,two,hatchback,rwd,front,95.413365,174.632362,65.852621,58.525569,1835.203066,rotor,two,133.455888,spdi,3.084798,2.667112,10.227535,214.732626,5136.182992,19.265381,23.848923,6782.556436,3
102.495059,nissan,gas,std,four,sedan,fwd,front,100.115329,184.272498,66.814908,56.344509,2746.877126,ohc,five,211.810836,mpfi,3.834484,2.514879,8.594763,67.067956,4811.205916,31.034879,43.507402,12765.31366,2
156.731553,mitsubishi,gas,std,two,hatchback,fwd,front,111.490332,171.017526,69.93434,53.124874,3338.599141,ohc,four,91.082068,mpfi,3.620536,3.296916,9.359442,165.416822,4719.66362,24.862588,29.267373,10732.04114,2
70.512401,bmw,gas,std,four,sedan,rwd,front,99.571702,180.553644,69.212804,51.166725,2863.018417,l,four,132.360246,2bbl,3.323735,3.168088,13.83006,206.021939,4609.405917,16.218499,22.136167,23152.71788,0
116.740088,isuzu,diesel,std,four,sedan,4wd,front,96.034932,176.108961,66.632043,51.123803,2424.555091,dohcv,four,118.388694,idi,3.525257,3.057295,9.424273,100.606102,5120.121492,28.218174,32.322511,11635.16472,2
105.978982,mitsubishi,gas,std,four,wagon,rwd,front,97.29638,176.026353,66.556299,56.68698,3327.473288,l,five,167.491759,mpfi,3.55329,3.290328,8.787335,62.510871,4823.261647,18.677689,24.509816,18928.41771,-1
143.266382,toyota,gas,std,two,wagon,rwd,front,96.942119,171.810998,64.905866,52.368879,2469.249758,ohc,five,140.957323,mpfi,3.706475,3.687041,11.514459,87.731412,4782.304507,26.430289,31.733921,17167.44948,2
146.241487,honda,gas,std,two,hatchback,fwd,front,107.36389,166.819749,69.933575,54.072,2201.607567,ohc,four,167.123691,mpfi,2.899431,3.056019,9,97.967418,5465.158382,30.399374,30.084742,8781.303508,2
142.204154,nissan,gas,std,four,hatchback,4wd,front,88.460496,152.954789,65.774092,52.092413,1991.470186,ohcf,three,107.595749,1bbl,3.12912,3.662372,14.626365,85.316561,5048.110875,16.745904,23.145277,5154.783657,1
78.103426,nissan,diesel,turbo,four,sedan,fwd,front,109.127369,191.930186,65.474028,52.226286,2892.395878,ohc,four,127.88305,idi,3.147989,3.510546,8.576362,105.156235,4766.003313,16.542951,23.762878,44385.33482,0
78.616425,peugot,gas,std,four,sedan,rwd,front,104.018901,190.274564,68.108774,57.915873,3602.792742,ohcv,twelve,123.481513,2bbl,3.141178,3.303673,26.029838,105.483398,5757.008272,18.608165,20.303972,27314.42515,0
97.459467,volkswagen,gas,std,four,sedan,fwd,front,97.509892,176.450468,66.608987,55.243897,2534.569443,l,six,111.77698,mpfi,3.381768,3.114196,9.285251,112.469614,5789.0714,24.416967,29.97947,17500.42123,2
127.33922,nissan,gas,std,two,sedan,fwd,front,95.411601,167.074384,63.560702,52.124154,2008.717897,ohc,four,95.130865,2bbl,3.125764,3.319284,9.25375,70.180833,5048.486154,28.267426,33.832782,6859.626489,1
107.603182,nissan,gas,std,two,hatchback,rwd,front,96.501333,168.806727,70.885674,53.98312,2441.707157,dohc,two,122.097372,mpfi,2.790572,3.029558,9.479413,75.920829,4805.357387,20.850582,25.501142,10026.88,1
129.012023,mazda,gas,std,two,hatchback,rwd,front,100.161033,179.654627,68.654288,57.07687,1996.577127,dohc,six,218.137669,spdi,3.0155,3.408221,8.568307,198.558614,4956.370846,41.70656,26.715513,34208.17285,3
92.550045,volvo,gas,std,two,sedan,rwd,front,101.931293,197.169953,68.791385,55.295738,2744.022098,dohc,four,97.178835,mpfi,2.8991,3.101075,7.748074,120.767322,5186.690201,22.828964,39.51508,14098.5897,-1
84.925208,chevrolet,diesel,turbo,two,hatchback,4wd,front,95.782179,157.129472,71.096751,57.099185,2942.38772,dohc,four,111.489692,mpfi,3.136072,3.781035,9.388415,71.625785,4617.184674,35.106413,40.158893,30597.15608,1
64.95663,toyota,gas,std,two,sedan,fwd,front,97.070477,173.117203,67.539257,56.852279,1951.559507,ohc,four,79.513086,2bbl,3.555855,3.787995,7.481089,64.043689,4443.341084,30.916369,44.288573,16410.13407,1
142.882809,plymouth,gas,std,four,sedan,fwd,front,98.856452,173.081576,65.443009,57.63904,2524.718457,ohc,four,198.603854,2bbl,3.045127,3.33132,9.361239,66.332543,5123.888723,31.579561,38.343704,8368.846656,1
102.138302,peugot,diesel,turbo,four,wagon,fwd,front,94.847406,194.249707,65.720272,56.150377,3089.954829,ohc,five,91.126714,2bbl,3.110302,3.302183,9.387377,66.753615,5414.675866,14.873153,38.822352,24932.48318,-1
85.989454,subaru,diesel,turbo,four,wagon,4wd,front,95.447759,168.320139,63.710828,54.449649,2390.426047,ohc,four,110.632035,idi,3.446034,3.077231,8.533234,94.417102,5167.973156,16.501872,22.751754,9215.279561,0
143.092916,dodge,gas,turbo,two,hatchback,rwd,front,93.071204,157.784286,63.453759,52.83773,2948.047289,ohc,four,108.989452,2bbl,2.870811,3.301664,19.05326,112.877676,4378.88388,19.706668,25.533514,37587.47063,1
117.399492,dodge,gas,std,two,hatchback,fwd,front,96.171834,171.697597,65.128245,56.547277,2749.067647,ohc,four,101.727118,2bbl,3.528355,3.639512,7.237905,102.968391,4802.659639,24.452444,30.383044,27529.3985,1
99.094739,jaguar,gas,std,two,hatchback,rwd,front,99.855815,180.699943,66.292364,54.480944,2854.604185,ohcv,six,226.73777,mpfi,2.796089,2.760907,9,131.081458,4651.218406,16.487072,26.744392,14869.10834,3
141.50815,isuzu,gas,std,two,sedan,4wd,front,101.479301,190.142832,65.999496,50.519179,1884.860805,rotor,five,101.561454,4bbl,2.763873,3.406314,8.945985,120.517352,4190.788809,34.981205,31.461107,25938.28015,3
128.830559,mitsubishi,gas,std,four,wagon,rwd,front,99.744602,168.958832,64.423546,54.951906,2199.104717,ohc,four,199.248363,2bbl,3.708096,3.244996,7.80732,106.920767,5448.262032,27.213601,30.222479,8366.369594,1
107.640356,peugot,gas,std,four,sedan,4wd,front,109.835982,172.504637,65.691964,52.136425,2517.369816,ohc,four,98.491418,mpfi,3.587346,3.086514,7.591744,118.766508,4687.858191,16.226342,22.028767,19283.30254,2
82.787814,plymouth,gas,turbo,four,sedan,fwd,front,100.428941,170.403728,65.07208,54.231795,3131.632204,ohc,five,96.234015,2bbl,3.196084,3.380315,7.684465,59.66225,5435.315237,14.416212,28.693487,34565.7425,-1
73.578846,porsche,gas,std,two,sedan,4wd,front,108.397744,155.47334,63.918415,55.166164,3060.06354,ohcf,two,96.813478,mpfi,3.59027,3.295026,7.601224,67.117753,4374.001164,29.390635,25.130426,13522.31993,3
98.843142,mercedes-benz,gas,turbo,four,sedan,rwd,front,110.920185,189.493656,67.598802,49.794102,3929.885501,ohc,four,97.019759,mpfi,3.584555,3.08367,9.45152,73.311237,4567.253302,40.911565,49.1351,29070.30715,-1
90.976589,honda,gas,std,two,sedan,fwd,front,96.997273,175.944585,66.248059,52.465419,2397.842751,ohc,eight,179.427485,2bbl,3.183099,3.026014,9,79.619217,6083.483843,28.391201,36.092089,7400.50914,0
69.07184,bmw,gas,std,four,wagon,rwd,front,99.147386,180.055302,72.728913,52.695567,2156.928142,l,three,98.897245,mpfi,2.817803,3.418078,7.12296,119.587451,5492.92615,19.065868,21.157588,25316.11671,0
85.647606,toyota,gas,std,four,sedan,rwd,front,89.452188,167.865064,66.606653,53.278255,4005.368798,ohc,four,83.648891,mpfi,3.573538,3.422322,8.668547,67.61433,4940.899141,19.41641,21.614326,10663.17284,-1
125.437701,dodge,gas,std,two,hatchback,fwd,front,91.537464,149.352791,61.900065,49.1532,1816.064571,ohc,four,74.601169,mpfi,3.041316,3.108865,9,62.748651,5366.457843,26.720655,32.686188,5573.695525,1
81.465885,mitsubishi,gas,std,two,hatchback,rwd,front,95.487822,154.641388,62.892632,52.42926,3219.67367,ohc,five,112.359892,mpfi,3.556311,3.735633,8.096192,192.487849,5209.354994,18.054691,24.62205,26561.06794,3
79.228637,isuzu,gas,std,two,hatchback,fwd,front,102.766666,176.85138,63.4594,58.219533,2057.554326,ohc,four,238.904109,2bbl,3.590421,3.378479,8.177089,93.756186,4167.940964,24.060318,31.769978,7511.682104,1
125.844292,nissan,gas,std,four,sedan,fwd,front,94.565185,168.369464,66.890144,56.543815,1848.901942,ohc,four,98.267683,mpfi,3.054453,2.49383,9.414984,96.79349,4983.983127,24.359983,30.097525,6356.255903,1
114.961749,renault,gas,std,two,sedan,fwd,front,95.185659,149.250909,64.577402,52.596951,2231.555378,ohc,four,97.146237,2bbl,3.17704,3.259793,7.661725,67.50026,5148.859045,34.936777,42.022964,8515.298076,1
200.185927,jaguar,diesel,std,two,hatchback,rwd,front,110.121062,185.701462,65.220563,55.07739,2243.027861,ohc,four,96.116901,idi,3.532713,3.408719,8.516242,69.43994,5046.372324,16.079173,22.707615,8088.243131,0
141.524026,toyota,gas,std,two,hatchback,rwd,front,110.764869,176.627707,63.751802,50.022927,3273.189361,ohc,four,83.089604,spdi,3.362739,3.142044,8.612821,148.958733,5109.197861,24.868472,30.038245,36983.77605,3
80.441256,isuzu,diesel,std,two,hatchback,fwd,front,96.60986,186.106775,66.932499,49.759177,2128.58519,ohc,four,129.441196,idi,3.655793,3.633974,9.338909,96.308225,5311.205653,23.837936,30.461524,10534.87011,2
108.582282,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.719925,156.737157,64.098277,53.818821,1912.25425,ohc,four,100.093978,2bbl,3.396778,3.226425,7.402068,83.523453,4788.388719,27.039427,33.696455,12722.29761,1
202.606539,isuzu,gas,std,two,hatchback,rwd,front,97.686727,182.389467,65.593008,55.563959,2928.287178,ohc,three,92.95263,2bbl,3.563263,3.603391,9.322287,70.036821,5315.63432,19.726603,33.420827,10253.49614,2
159.913994,toyota,diesel,std,two,hatchback,rwd,front,96.166239,172.706821,70.957155,55.334324,2951.638164,ohcv,three,113.943378,idi,3.49641,3.142469,10.974314,130.430453,5144.183661,23.266454,29.215395,13174.55133,2
159.177091,renault,gas,std,two,hatchback,rwd,front,100.594712,179.445253,67.175996,54.093618,2461.700957,ohcv,six,114.338193,mpfi,3.438886,3.24915,7.721402,207.37185,6019.045665,19.697068,29.211773,14328.71156,3
114.096284,dodge,gas,turbo,two,hatchback,fwd,front,91.716577,166.03524,64.805945,52.671149,2561.138509,ohc,four,120.483663,2bbl,3.221509,3.203831,11.470916,85.194206,5371.717107,28.272899,30.144048,25841.3562,1
82.21415,mercedes-benz,gas,std,four,hatchback,fwd,front,94.886181,167.832934,64.767636,50.625083,2302.599299,ohc,four,102.136645,2bbl,2.892585,3.131031,7.245234,72.781963,4647.368061,29.180213,33.731709,6339.999308,0
138.256366,mercedes-benz,gas,std,four,sedan,fwd,front,94.362159,193.677641,64.483112,51.413533,3003.723335,ohc,four,85.410796,mpfi,2.831151,3.407826,9,112.329215,5024.529582,16.632623,22.270332,21893.54019,0
85.711623,alfa-romero,diesel,turbo,two,wagon,4wd,rear,97.189681,169.626224,67.246957,54.352497,2830.134102,ohcf,four,125.793862,spdi,3.587999,3.547845,4.74262,92.736418,4006.502377,23.785414,30.683995,6670.285047,-3
157.238905,audi,gas,std,two,hatchback,fwd,front,107.913015,197.093405,71.444775,54.16864,2224.18444,ohc,four,85.287118,2bbl,3.150588,3.939049,9,99.650668,5473.676105,23.615283,30.251327,7878.939178,1
67.880687,honda,gas,turbo,four,sedan,4wd,front,94.623974,170.831164,62.655659,53.182609,2655.091243,ohcf,twelve,146.260282,mpfi,3.14049,2.493694,9,202.174669,4823.117609,26.203513,32.65613,15829.71198,-1
94.125405,volvo,gas,std,four,wagon,rwd,front,107.339282,193.673749,70.083876,55.480949,3519.716546,ohcv,three,179.954676,mpfi,3.592558,3.310332,9.24924,173.855217,4381.101482,18.9315,24.252674,10346.26338,-1
79.733978,toyota,gas,std,four,sedan,fwd,front,97.554121,166.148608,64.488208,53.106622,3097.621353,ohcf,four,125.092347,mpfi,3.601346,3.225392,7.939038,117.023718,4821.989569,22.828927,31.586639,15806.74652,0
214.522352,mitsubishi,gas,std,two,hatchback,fwd,front,96.303819,173.25094,63.82921,48.905414,2615.204451,ohc,four,90.039523,2bbl,3.200684,3.574773,9,60.951297,5472.977301,30.4607,34.789578,13900.35656,1
82.8427,mazda,gas,std,two,hatchback,fwd,front,90.530544,168.843276,66.535591,58.681249,2600.892443,ohc,four,87.547819,2bbl,2.732754,2.643945,9,165.445498,4652.244054,15.74611,26.040042,11055.90822,1
149.632757,mercury,gas,std,two,convertible,4wd,front,104.206517,170.795198,63.81401,53.660387,2981.971495,dohc,four,109.120287,mpfi,3.144846,3.412721,8.399398,142.745489,4799.158465,25.398118,29.577338,5785.142398,3
95.27088,subaru,gas,std,two,hatchback,fwd,front,96.137056,171.455562,64.082034,52.909095,2291.287725,ohc,four,218.15575,2bbl,3.670666,2.73433,12.973031,72.430267,4818.878962,29.361976,32.00348,8307.782231,0
79.671127,mitsubishi,gas,std,two,hatchback,fwd,front,96.96783,180.778754,66.455544,53.700174,3003.657418,dohc,four,125.091578,mfi,3.661893,3.307087,9,140.163232,5419.905239,19.662536,26.771654,40923.43021,3
117.288201,mitsubishi,gas,turbo,two,hatchback,fwd,front,90.475766,149.702648,63.49573,54.219931,1921.772607,ohc,four,95.123025,2bbl,2.9137,3.801585,7.57944,58.541664,6139.798374,27.937663,29.536888,5688.454675,1
134.354678,honda,diesel,turbo,two,hatchback,fwd,front,94.295782,159.656187,63.129613,50.334638,1861.951992,ohc,twelve,106.759015,2bbl,3.124812,3.565326,8.501182,82.826644,4810.427024,30.691505,41.301325,5418.182687,2
82.048514,volkswagen,gas,turbo,four,sedan,4wd,front,95.965277,171.066277,64.284071,54.742249,2677.327293,ohcf,twelve,242.220878,mfi,3.551107,3.175935,18.25675,82.838218,5832.009143,39.797143,26.536309,16483.70932,-1
72.926883,bmw,gas,std,two,wagon,rwd,front,103.404982,182.007723,68.024147,57.732683,2336.784861,dohc,four,242.581341,2bbl,3.685636,3.392245,7.607937,89.349323,5060.69611,24.205912,31.309778,10886.15691,1
123.297618,volkswagen,gas,std,two,hatchback,4wd,front,99.881452,167.956592,64.393714,55.141828,1888.365846,ohc,four,129.910124,2bbl,3.159991,3.262844,18.169461,67.416218,4789.268074,32.692538,41.050899,7780.06408,1
200.488705,saab,gas,std,four,sedan,rwd,front,98.853335,195.256961,69.683333,55.244942,3488.09039,l,four,94.519719,2bbl,3.152899,3.426039,8.371278,52.696825,5371.530611,14.27578,19.156155,21234.16644,0
87.984412,isuzu,gas,std,two,sedan,rwd,front,101.671371,183.438659,65.785721,54.936637,3189.811159,dohc,four,114.978111,mpfi,2.997172,3.78659,9.128614,95.327063,4229.70653,24.397725,30.480817,35888.75055,2
92.400365,porsche,gas,std,four,sedan,rwd,front,95.110846,159.379159,64.504418,57.880744,2246.943352,ohc,four,138.036516,mpfi,3.122874,3.275795,8.439018,102.600279,5141.569482,24.379905,29.685924,10501.61893,2
77.042158,bmw,gas,std,two,sedan,rwd,front,100.16126,175.102472,64.103443,56.555791,2272.597108,dohcv,twelve,218.461693,2bbl,3.627289,3.432093,9,111.629075,5921.195253,27.663537,29.460573,8533.32551,1
95.948925,volkswagen,gas,turbo,two,hatchback,fwd,front,95.350781,170.63632,66.927863,56.25568,2456.134466,ohc,four,207.061042,1bbl,3.521436,3.123977,14.814907,62.996885,6114.085309,30.987679,42.582246,7790.078113,1
177.418292,mercury,gas,std,four,sedan,fwd,front,97.135813,175.561438,64.784369,59.373732,2290.186568,ohc,five,115.574673,1bbl,3.371958,3.493833,14.688731,157.876133,5429.348938,14.606413,24.376843,6725.944159,0
86.260074,mercedes-benz,gas,std,two,hatchback,4wd,front,104.636093,174.332889,63.944932,54.785115,1843.88339,ohcf,six,81.129825,mpfi,3.097964,2.935449,7.575779,71.923121,5259.752189,24.462586,40.328293,6207.772272,1
